name,max_velocity_hard_limit,eps,min_samples,recall,precision,beta,fbeta_score,status,status_details,min_duration_sec
factory_vfhdbscan,1.0,70.0,11.0,0.3135593220338983,0.3244047619047619,1.0,0.31888985530165254,success,,
factory_vfhdbscan,1.0,70.0,13.0,0.288135593220339,0.3186119873817035,1.0,0.30260838914346144,success,,
factory_vfhdbscan,1.0,80.0,1.0,0.4830508474576271,0.0929054054054054,1.0,0.15583834567778496,success,,
factory_vfhdbscan,1.0,80.0,3.0,0.4322033898305085,0.14840637450199204,1.0,0.22094612275753786,success,,
factory_vfhdbscan,1.0,80.0,5.0,0.3870056497175141,0.18457300275482094,1.0,0.2499421367207178,success,,
factory_vfhdbscan,1.0,80.0,7.0,0.3474576271186441,0.23314065510597304,1.0,0.2790449138003769,success,,
factory_vfhdbscan,1.0,80.0,9.0,0.3192090395480226,0.2853470437017995,1.0,0.30132971375719214,success,,
factory_vfhdbscan,1.0,80.0,11.0,0.3107344632768362,0.32727272727272727,1.0,0.3187892448881018,success,,
factory_vfhdbscan,1.0,80.0,13.0,0.2966101694915254,0.329073482428115,1.0,0.3119996538145311,success,,
factory_vfhdbscan,1.0,90.0,1.0,0.4576271186440678,0.09266862170087976,1.0,0.15412684935961127,success,,
factory_vfhdbscan,1.0,90.0,3.0,0.4209039548022599,0.14856557377049182,1.0,0.21961434075037867,success,,
factory_vfhdbscan,1.0,90.0,5.0,0.3757062146892655,0.18207282913165265,1.0,0.24527953923195872,success,,
factory_vfhdbscan,1.0,90.0,7.0,0.3361581920903955,0.2237093690248566,1.0,0.2686411654044667,success,,
factory_vfhdbscan,1.0,90.0,9.0,0.3192090395480226,0.2810126582278481,1.0,0.29889549500172763,success,,
factory_vfhdbscan,1.0,90.0,11.0,0.307909604519774,0.3242424242424242,1.0,0.3158650200411656,success,,
factory_vfhdbscan,1.0,90.0,13.0,0.2966101694915254,0.3366013071895425,1.0,0.3153428971308608,success,,
factory_vfhdbscan,1.0,100.0,1.0,0.4519774011299435,0.09506398537477148,1.0,0.15708783324522316,success,,
factory_vfhdbscan,1.0,100.0,3.0,0.4180790960451977,0.1506276150627615,1.0,0.22146479341591152,success,,
factory_vfhdbscan,1.0,100.0,5.0,0.384180790960452,0.18601398601398603,1.0,0.25066171477668,success,,
factory_vfhdbscan,1.0,100.0,7.0,0.3333333333333333,0.2188679245283019,1.0,0.2642369020501139,success,,
factory_vfhdbscan,1.0,100.0,9.0,0.3163841807909605,0.27638190954773867,1.0,0.29503328703481974,success,,
factory_vfhdbscan,1.0,100.0,11.0,0.307909604519774,0.31750741839762614,1.0,0.3126348661725483,success,,
factory_vfhdbscan,1.0,100.0,13.0,0.2937853107344633,0.3322475570032573,1.0,0.31183491092950794,success,,
factory_vfhdbscan,1.0,110.0,1.0,0.4265536723163842,0.09478371501272265,1.0,0.1551024066069668,success,,
factory_vfhdbscan,1.0,110.0,3.0,0.3954802259887006,0.14870689655172414,1.0,0.21614123017027279,success,,
factory_vfhdbscan,1.0,110.0,5.0,0.3700564971751412,0.18323863636363635,1.0,0.24510841975487707,success,,
factory_vfhdbscan,1.0,110.0,7.0,0.3248587570621469,0.21428571428571427,1.0,0.2582335329341317,success,,
factory_vfhdbscan,1.0,110.0,9.0,0.3050847457627119,0.26485148514851486,1.0,0.283548030916452,success,,
factory_vfhdbscan,1.0,110.0,11.0,0.2994350282485876,0.30346820809248554,1.0,0.3014381279961,success,,
factory_vfhdbscan,1.0,110.0,13.0,0.2909604519774011,0.3248407643312102,1.0,0.3069685902118334,success,,
factory_vfhdbscan,1.0,120.0,1.0,0.4152542372881356,0.09514435695538058,1.0,0.1548166387030702,success,,
factory_vfhdbscan,1.0,120.0,3.0,0.3926553672316384,0.15121412803532008,1.0,0.21834296459365252,success,,
factory_vfhdbscan,1.0,120.0,5.0,0.3672316384180791,0.1847041847041847,1.0,0.24578662058167533,success,,
factory_vfhdbscan,1.0,120.0,7.0,0.3220338983050847,0.21082089552238806,1.0,0.2548216723043143,success,,
factory_vfhdbscan,1.0,120.0,9.0,0.3050847457627119,0.26034063260340634,1.0,0.2809423090948873,success,,
factory_vfhdbscan,1.0,120.0,11.0,0.2966101694915254,0.29971181556195964,1.0,0.2981529262399148,success,,
factory_vfhdbscan,1.0,120.0,13.0,0.2853107344632768,0.31347962382445144,1.0,0.2987326047412709,success,,
factory_vfhdbscan,1.0,130.0,1.0,0.4096045197740113,0.09701492537313433,1.0,0.15687416777629828,success,,
factory_vfhdbscan,1.0,130.0,3.0,0.3870056497175141,0.15358361774744028,1.0,0.21989976993454727,success,,
factory_vfhdbscan,1.0,130.0,5.0,0.3644067796610169,0.18676470588235294,1.0,0.2469588025143581,success,,
factory_vfhdbscan,1.0,130.0,7.0,0.3163841807909605,0.20903954802259886,1.0,0.25174655245732336,success,,
factory_vfhdbscan,1.0,130.0,9.0,0.3050847457627119,0.25907990314769974,1.0,0.28020659052884267,success,,
factory_vfhdbscan,1.0,130.0,11.0,0.2966101694915254,0.29714285714285715,1.0,0.29687627436587555,success,,
factory_vfhdbscan,1.0,130.0,13.0,0.2853107344632768,0.31446540880503143,1.0,0.29917947806510853,success,,
factory_vfhdbscan,1.0,140.0,1.0,0.403954802259887,0.0986013986013986,1.0,0.1585116586217198,success,,
factory_vfhdbscan,1.0,140.0,3.0,0.3870056497175141,0.156794425087108,1.0,0.22317146011692518,success,,
factory_vfhdbscan,1.0,140.0,5.0,0.3644067796610169,0.1906906906906907,1.0,0.25036677058499907,success,,
factory_vfhdbscan,1.0,140.0,7.0,0.3192090395480226,0.21132075471698114,1.0,0.2542948421708292,success,,
factory_vfhdbscan,1.0,140.0,9.0,0.3050847457627119,0.2565947242206235,1.0,0.27874665315869457,success,,
factory_vfhdbscan,1.0,140.0,11.0,0.2909604519774011,0.288135593220339,1.0,0.28954113269946263,success,,
factory_vfhdbscan,1.0,140.0,13.0,0.288135593220339,0.3166144200626959,1.0,0.3017044456158847,success,,
factory_vfhdbscan,1.0,150.0,1.0,0.3898305084745763,0.09862218999274837,1.0,0.1574192899021162,success,,
factory_vfhdbscan,1.0,150.0,3.0,0.3757062146892655,0.15745192307692307,1.0,0.22190664204292174,success,,
factory_vfhdbscan,1.0,150.0,5.0,0.3446327683615819,0.18558282208588958,1.0,0.24125251270653222,success,,
factory_vfhdbscan,1.0,150.0,7.0,0.3163841807909605,0.21142857142857144,1.0,0.2534711603156156,success,,
factory_vfhdbscan,1.0,150.0,9.0,0.3022598870056497,0.25118483412322273,1.0,0.27436561116621105,success,,
factory_vfhdbscan,1.0,150.0,11.0,0.2937853107344633,0.2877094972067039,1.0,0.2907156620620403,success,,
factory_vfhdbscan,1.0,150.0,13.0,0.2796610169491525,0.30434782608695654,1.0,0.2914826498422713,success,,
factory_vfhdbscan,1.0,160.0,1.0,0.3898305084745763,0.10111524163568773,1.0,0.16057907030467927,success,,
factory_vfhdbscan,1.0,160.0,3.0,0.3757062146892655,0.16133004926108374,1.0,0.22573038802876208,success,,
factory_vfhdbscan,1.0,160.0,5.0,0.3446327683615819,0.18818040435458788,1.0,0.24343667546174141,success,,
factory_vfhdbscan,1.0,160.0,7.0,0.3192090395480226,0.21579961464354527,1.0,0.2575105549621039,success,,
factory_vfhdbscan,1.0,160.0,9.0,0.3022598870056497,0.2529832935560859,1.0,0.27543499641803365,success,,
factory_vfhdbscan,1.0,160.0,11.0,0.288135593220339,0.27977839335180055,1.0,0.2838955026455027,success,,
factory_vfhdbscan,1.0,160.0,13.0,0.2796610169491525,0.3006134969325153,1.0,0.2897589821700564,success,,
factory_vfhdbscan,1.0,170.0,1.0,0.3728813559322034,0.10015408320493066,1.0,0.15789764257715452,success,,
factory_vfhdbscan,1.0,170.0,3.0,0.3587570621468927,0.15964240102171137,1.0,0.22096025499161392,success,,
factory_vfhdbscan,1.0,170.0,5.0,0.3389830508474576,0.189792663476874,1.0,0.24334134246715403,success,,
factory_vfhdbscan,1.0,170.0,7.0,0.3107344632768362,0.21499013806706113,1.0,0.25414388062232396,success,,
factory_vfhdbscan,1.0,170.0,9.0,0.2966101694915254,0.25120772946859904,1.0,0.2720275016814887,success,,
factory_vfhdbscan,1.0,170.0,11.0,0.2768361581920904,0.27170868347338933,1.0,0.2742484565229935,success,,
factory_vfhdbscan,1.0,170.0,13.0,0.2711864406779661,0.2896341463414634,1.0,0.2801068828895236,success,,
factory_vfhdbscan,1.0,180.0,1.0,0.3644067796610169,0.09952229299363058,1.0,0.15634544343930887,success,,
factory_vfhdbscan,1.0,180.0,3.0,0.3502824858757062,0.15894039735099338,1.0,0.21866274797942686,success,,
factory_vfhdbscan,1.0,180.0,5.0,0.3333333333333333,0.18892508143322476,1.0,0.24116424116424115,success,,
factory_vfhdbscan,1.0,180.0,7.0,0.3107344632768362,0.2151394422310757,1.0,0.25424817018362367,success,,
factory_vfhdbscan,1.0,180.0,9.0,0.2966101694915254,0.25495049504950495,1.0,0.2742070434319617,success,,
factory_vfhdbscan,1.0,180.0,11.0,0.2796610169491525,0.2776203966005666,1.0,0.2786369706629906,success,,
factory_vfhdbscan,1.0,180.0,13.0,0.2655367231638418,0.28703703703703703,1.0,0.27586859793619234,success,,
factory_vfhdbscan,1.0,190.0,1.0,0.3559322033898305,0.09975470155355683,1.0,0.15583467656093183,success,,
factory_vfhdbscan,1.0,190.0,3.0,0.3446327683615819,0.16010854816824965,1.0,0.21864131342739548,success,,
factory_vfhdbscan,1.0,190.0,5.0,0.3220338983050847,0.18635607321131448,1.0,0.23609030898097297,success,,
factory_vfhdbscan,1.0,190.0,7.0,0.2994350282485876,0.2101010101010101,1.0,0.2469368098022086,success,,
factory_vfhdbscan,1.0,190.0,9.0,0.2966101694915254,0.25307125307125306,1.0,0.27311640592446684,success,,
factory_vfhdbscan,1.0,190.0,11.0,0.2824858757062147,0.2768361581920904,1.0,0.27963248302231347,success,,
factory_vfhdbscan,1.0,190.0,13.0,0.2655367231638418,0.28703703703703703,1.0,0.27586859793619234,success,,
factory_vfhdbscan,1.0,200.0,1.0,0.3502824858757062,0.10126582278481013,1.0,0.15711118150142542,success,,
factory_vfhdbscan,1.0,200.0,3.0,0.3389830508474576,0.16269284712482468,1.0,0.21986353297952993,success,,
factory_vfhdbscan,1.0,200.0,5.0,0.3220338983050847,0.1875,1.0,0.23700623700623696,success,,
factory_vfhdbscan,1.0,200.0,7.0,0.2937853107344633,0.2085889570552147,1.0,0.24396301918035052,success,,
factory_vfhdbscan,1.0,200.0,9.0,0.288135593220339,0.24813895781637718,1.0,0.266645753274253,success,,
factory_vfhdbscan,1.0,200.0,11.0,0.2824858757062147,0.2808022922636103,1.0,0.28164156799632145,success,,
factory_vfhdbscan,1.0,200.0,13.0,0.2655367231638418,0.29153605015673983,1.0,0.2779296750810708,success,,
factory_vfhdbscan,2.0,10.0,1.0,0.5875706214689266,0.0078013911840436575,1.0,0.015398333038548711,success,,
factory_vfhdbscan,2.0,10.0,3.0,0.1440677966101695,0.1781818181818182,1.0,0.15931911638137136,success,,
factory_vfhdbscan,2.0,10.0,5.0,0.00847457627118644,0.6666666666666666,1.0,0.01673640167364017,success,,
factory_vfhdbscan,2.0,10.0,7.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,10.0,9.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,10.0,11.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,10.0,13.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,20.0,1.0,0.5451977401129944,0.07184018440261238,1.0,0.12695202232942943,success,,
factory_vfhdbscan,2.0,20.0,3.0,0.4745762711864407,0.127443315089914,1.0,0.20092892205419446,success,,
factory_vfhdbscan,2.0,20.0,5.0,0.0423728813559322,0.1076923076923077,1.0,0.06081668114682884,success,,
factory_vfhdbscan,2.0,20.0,7.0,0.002824858757062147,0.3333333333333333,1.0,0.005602240896358544,success,,
factory_vfhdbscan,2.0,20.0,9.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,20.0,11.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,20.0,13.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,30.0,1.0,0.5338983050847458,0.0775716694772344,1.0,0.13546170565826068,success,,
factory_vfhdbscan,2.0,30.0,3.0,0.4774011299435028,0.12995245641838352,1.0,0.20429433834314903,success,,
factory_vfhdbscan,2.0,30.0,5.0,0.423728813559322,0.16685714285714287,1.0,0.2394306143199187,success,,
factory_vfhdbscan,2.0,30.0,7.0,0.03672316384180791,0.11504424778761062,1.0,0.055674518201284794,success,,
factory_vfhdbscan,2.0,30.0,9.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,30.0,11.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,30.0,13.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,40.0,1.0,0.519774011299435,0.07923860115095174,1.0,0.13751351712447443,success,,
factory_vfhdbscan,2.0,40.0,3.0,0.4689265536723164,0.13089430894308943,1.0,0.20466049453620958,success,,
factory_vfhdbscan,2.0,40.0,5.0,0.4096045197740113,0.1647196261682243,1.0,0.2349540894308009,success,,
factory_vfhdbscan,2.0,40.0,7.0,0.3757062146892655,0.21818181818181817,1.0,0.2760529274409755,success,,
factory_vfhdbscan,2.0,40.0,9.0,0.0480225988700565,0.1509433962264151,1.0,0.07286364854004822,success,,
factory_vfhdbscan,2.0,40.0,11.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,40.0,13.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,50.0,1.0,0.5,0.08105560791705937,1.0,0.13949716139497162,success,,
factory_vfhdbscan,2.0,50.0,3.0,0.4632768361581921,0.13383838383838384,1.0,0.20767925835662915,success,,
factory_vfhdbscan,2.0,50.0,5.0,0.4124293785310734,0.16725559481743227,1.0,0.23799520152449175,success,,
factory_vfhdbscan,2.0,50.0,7.0,0.3728813559322034,0.21702838063439064,1.0,0.27436684574059855,success,,
factory_vfhdbscan,2.0,50.0,9.0,0.3248587570621469,0.2651162790697674,1.0,0.2919626750996593,success,,
factory_vfhdbscan,2.0,50.0,11.0,0.03672316384180791,0.11009174311926606,1.0,0.05507502206531333,success,,
factory_vfhdbscan,2.0,50.0,13.0,-1.0,-1.0,1.0,-1.0,fail,No joins between clusters & plan,
factory_vfhdbscan,2.0,60.0,1.0,0.4971751412429379,0.08357915437561456,1.0,0.14310174955280705,success,,
factory_vfhdbscan,2.0,60.0,3.0,0.4604519774011299,0.13593073593073593,1.0,0.20989735198467865,success,,
factory_vfhdbscan,2.0,60.0,5.0,0.4096045197740113,0.167458432304038,1.0,0.2377270296039627,success,,
factory_vfhdbscan,2.0,60.0,7.0,0.3757062146892655,0.21688741721854304,1.0,0.2750146007292472,success,,
factory_vfhdbscan,2.0,60.0,9.0,0.3163841807909605,0.2605633802816901,1.0,0.2857733949382801,success,,
factory_vfhdbscan,2.0,60.0,11.0,0.307909604519774,0.32335329341317365,1.0,0.31544253597363275,success,,
factory_vfhdbscan,2.0,60.0,13.0,0.0480225988700565,0.15384615384615385,1.0,0.07319698600645856,success,,
factory_vfhdbscan,2.0,70.0,1.0,0.4830508474576271,0.08542199488491048,1.0,0.14517199045302384,success,,
factory_vfhdbscan,2.0,70.0,3.0,0.4519774011299435,0.13866666666666666,1.0,0.2122232425262728,success,,
factory_vfhdbscan,2.0,70.0,5.0,0.4067796610169492,0.1696969696969697,1.0,0.2394868139700642,success,,
factory_vfhdbscan,2.0,70.0,7.0,0.3728813559322034,0.2138157894736842,1.0,0.27178561246792743,success,,
factory_vfhdbscan,2.0,70.0,9.0,0.3361581920903955,0.26773455377574373,1.0,0.29807002708170544,success,,
factory_vfhdbscan,2.0,70.0,11.0,0.307909604519774,0.3165680473372781,1.0,0.3121788008565311,success,,
factory_vfhdbscan,2.0,70.0,13.0,0.2937853107344633,0.3344155844155844,1.0,0.312786521447134,success,,
factory_vfhdbscan,2.0,80.0,1.0,0.4830508474576271,0.08864118895966029,1.0,0.14979464018757768,success,,
factory_vfhdbscan,2.0,80.0,3.0,0.4519774011299435,0.14298808432630614,1.0,0.21724750200188003,success,,
factory_vfhdbscan,2.0,80.0,5.0,0.4067796610169492,0.17220172201722017,1.0,0.24197032982860434,success,,
factory_vfhdbscan,2.0,80.0,7.0,0.3700564971751412,0.21147540983606558,1.0,0.26914378543670764,success,,
factory_vfhdbscan,2.0,80.0,9.0,0.3333333333333333,0.2672811059907834,1.0,0.2966751918158568,success,,
factory_vfhdbscan,2.0,80.0,11.0,0.3192090395480226,0.31988472622478387,1.0,0.3195465256990001,success,,
factory_vfhdbscan,2.0,80.0,13.0,0.2994350282485876,0.32601880877742945,1.0,0.3121619708339233,success,,
factory_vfhdbscan,2.0,90.0,1.0,0.4519774011299435,0.08815272318921955,1.0,0.14753125936018888,success,,
factory_vfhdbscan,2.0,90.0,3.0,0.4209039548022599,0.13825757575757575,1.0,0.20814436343456377,success,,
factory_vfhdbscan,2.0,90.0,5.0,0.3898305084745763,0.16896120150187735,1.0,0.23574519778300812,success,,
factory_vfhdbscan,2.0,90.0,7.0,0.3757062146892655,0.21311475409836064,1.0,0.27196224931183643,success,,
factory_vfhdbscan,2.0,90.0,9.0,0.3361581920903955,0.2653061224489796,1.0,0.29655899549506376,success,,
factory_vfhdbscan,2.0,90.0,11.0,0.3220338983050847,0.3128491620111732,1.0,0.3173750932140194,success,,
factory_vfhdbscan,2.0,90.0,13.0,0.3022598870056497,0.3312302839116719,1.0,0.31608265695114574,success,,
factory_vfhdbscan,2.0,100.0,1.0,0.4435028248587571,0.09123013537374926,1.0,0.1513309474430449,success,,
factory_vfhdbscan,2.0,100.0,3.0,0.4180790960451977,0.14341846758349705,1.0,0.21357265700674088,success,,
factory_vfhdbscan,2.0,100.0,5.0,0.3898305084745763,0.17280813214739518,1.0,0.2394641148325359,success,,
factory_vfhdbscan,2.0,100.0,7.0,0.3700564971751412,0.20907617504051865,1.0,0.2671926509767339,success,,
factory_vfhdbscan,2.0,100.0,9.0,0.3333333333333333,0.26292134831460673,1.0,0.29396984924623115,success,,
factory_vfhdbscan,2.0,100.0,11.0,0.3220338983050847,0.3045822102425876,1.0,0.3130650335374745,success,,
factory_vfhdbscan,2.0,100.0,13.0,0.3107344632768362,0.3253012048192771,1.0,0.3178510273972603,success,,
factory_vfhdbscan,2.0,110.0,1.0,0.4265536723163842,0.0918052988293284,1.0,0.151091770504904,success,,
factory_vfhdbscan,2.0,110.0,3.0,0.403954802259887,0.14256825075834176,1.0,0.21075462133050415,success,,
factory_vfhdbscan,2.0,110.0,5.0,0.3757062146892655,0.17101827676240208,1.0,0.2350457329412082,success,,
factory_vfhdbscan,2.0,110.0,7.0,0.3531073446327684,0.20163934426229507,1.0,0.25669493789234676,success,,
factory_vfhdbscan,2.0,110.0,9.0,0.3220338983050847,0.24672489082969432,1.0,0.2793935844882555,success,,
factory_vfhdbscan,2.0,110.0,11.0,0.3163841807909605,0.29365079365079366,1.0,0.3045938993017273,success,,
factory_vfhdbscan,2.0,110.0,13.0,0.307909604519774,0.3176470588235294,1.0,0.31270254475907133,success,,
factory_vfhdbscan,2.0,120.0,1.0,0.4152542372881356,0.09312780989081568,1.0,0.15213644101367194,success,,
factory_vfhdbscan,2.0,120.0,3.0,0.3954802259887006,0.14495798319327732,1.0,0.21215382250236092,success,,
factory_vfhdbscan,2.0,120.0,5.0,0.3672316384180791,0.17066666666666666,1.0,0.233033638629807,success,,
factory_vfhdbscan,2.0,120.0,7.0,0.3474576271186441,0.20166666666666666,1.0,0.2552086012654972,success,,
factory_vfhdbscan,2.0,120.0,9.0,0.3163841807909605,0.23974082073434125,1.0,0.27278113000548543,success,,
factory_vfhdbscan,2.0,120.0,11.0,0.307909604519774,0.2857142857142857,1.0,0.29639700883752546,success,,
factory_vfhdbscan,2.0,120.0,13.0,0.2994350282485876,0.30523255813953487,1.0,0.30230599994567725,success,,
factory_vfhdbscan,2.0,130.0,1.0,0.403954802259887,0.09395973154362416,1.0,0.15245783040779806,success,,
factory_vfhdbscan,2.0,130.0,3.0,0.3898305084745763,0.14737991266375547,1.0,0.2138945338063583,success,,
factory_vfhdbscan,2.0,130.0,5.0,0.3587570621468927,0.17103448275862068,1.0,0.23163762861198342,success,,
factory_vfhdbscan,2.0,130.0,7.0,0.3502824858757062,0.20543293718166383,1.0,0.25897989125744375,success,,
factory_vfhdbscan,2.0,130.0,9.0,0.3163841807909605,0.2444933920704846,1.0,0.27583146590934304,success,,
factory_vfhdbscan,2.0,130.0,11.0,0.3050847457627119,0.2779220779220779,1.0,0.2908706486445669,success,,
factory_vfhdbscan,2.0,130.0,13.0,0.3022598870056497,0.3072463768115942,1.0,0.30473273418503743,success,,
factory_vfhdbscan,2.0,140.0,1.0,0.3983050847457627,0.0957004160887656,1.0,0.15432201575102905,success,,
factory_vfhdbscan,2.0,140.0,3.0,0.3870056497175141,0.15005599104143338,1.0,0.21626015302426127,success,,
factory_vfhdbscan,2.0,140.0,5.0,0.3531073446327684,0.17207334273624825,1.0,0.2313884063028685,success,,
factory_vfhdbscan,2.0,140.0,7.0,0.3389830508474576,0.19965870307167236,1.0,0.25130215325135585,success,,
factory_vfhdbscan,2.0,140.0,9.0,0.3248587570621469,0.24511930585683298,1.0,0.27941129040928003,success,,
factory_vfhdbscan,2.0,140.0,11.0,0.307909604519774,0.2786458333333333,1.0,0.2925477211728999,success,,
factory_vfhdbscan,2.0,140.0,13.0,0.2909604519774011,0.2956521739130435,1.0,0.29328755077258073,success,,
factory_vfhdbscan,2.0,150.0,1.0,0.3813559322033898,0.09448818897637795,1.0,0.15145140933950357,success,,
factory_vfhdbscan,2.0,150.0,3.0,0.3757062146892655,0.15028901734104047,1.0,0.2146959302145097,success,,
factory_vfhdbscan,2.0,150.0,5.0,0.3418079096045198,0.16954022988505746,1.0,0.22665650696891765,success,,
